<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
NIKL,20231013,17.4002,17.52,17.4002,17.52,500
NIOBW,20231013,0.65,0.67,0.65,0.65,4300
NIR,20231013,0.1721,0.2457,0.1665,0.19,4488500
NIRWW,20231013,0.011,0.0115,0.01,0.0115,204800
NISN,20231013,2.19,2.24,2.18,2.18,10100
NIU,20231013,2.42,2.42,2.27,2.31,366800
NKGN,20231013,3,3.0202,2.86,3,18400
NKGNW,20231013,0.198,0.198,0.19,0.19,3200
NKLA,20231013,1.3,1.34,1.25,1.29,25057100
NKSH,20231013,23.55,23.63,23.07,23.19,18000
NKTR,20231013,0.54,0.5488,0.5152,0.538,1508400
NKTX,20231013,1.59,1.625,1.49,1.54,483700
NLSP,20231013,0.75,0.89,0.721,0.8392,382600
NLTX,20231013,3.72,3.75,3.51,3.61,3400
NMFC,20231013,12.82,12.8987,12.8,12.84,141900
NMIH,20231013,27.21,27.449,26.67,26.81,385200
NMRA,20231013,9.73,10.1828,9.65,9.91,224500
NMRD,20231013,0.286,0.286,0.2645,0.2742,11900
NMRK,20231013,6.09,6.09,5.76,5.83,906300
NMTC,20231013,0.87,0.8888,0.8604,0.8815,21200
NN,20231013,4.9,4.9,4.46,4.61,424300
NNAGR,20231013,0.22,0.22,0.2198,0.2198,55500
NNAGW,20231013,0.0416,0.045,0.0411,0.0411,4700
NNAVW,20231013,1.16,1.16,1.16,1.16,100
NNBR,20231013,1.79,1.819,1.65,1.75,30300
NNDM,20231013,2.76,2.77,2.63,2.67,1172700
NNOX,20231013,6.36,6.59,6.21,6.44,662700
NODK,20231013,12.545,12.595,12.26,12.26,21500
NOGN,20231013,0.4639,0.4899,0.4621,0.471,13600
NOGNW,20231013,0.016,0.016,0.012,0.0128,230000
NOTV,20231013,2.18,2.19,2,2.05,799200
NOVT,20231013,147.73,148.2,146.24,147.63,182300
NPCE,20231013,6.26,6.48,5.955,6.01,49100
NRBO,20231013,0.485,0.485,0.4532,0.4769,28500
NRC,20231013,43.02,43.675,41.91,42.11,35200
NRDS,20231013,8.84,8.97,8.22,8.25,409400
NRIM,20231013,41.2294,41.2294,40.1373,40.25,12500
NRIX,20231013,6.39,6.49,5.92,6.37,623800
NRSN,20231013,0.5702,0.5702,0.52,0.547,27800
NRXP,20231013,0.2865,0.3029,0.2664,0.2751,418800
NSIT,20231013,148.56,148.77,144.98,147.5,210100
NSPR,20231013,3.68,3.8,3.4,3.5,69500
NSSC,20231013,20.8,20.81,20.2201,20.37,231400
NSTG,20231013,1.53,1.76,1.4601,1.71,2662100
NSTS,20231013,8.85,8.85,8.83,8.83,7400
NSYS,20231013,8.381,8.381,7.76,8.12,6200
NTAP,20231013,76.25,76.73,74.16,74.96,1694000
NTCT,20231013,26.51,26.88,26.5,26.67,457800
NTES,20231013,104.66,105.965,104.42,105.5,714300
NTGR,20231013,11.35,11.37,10.85,10.95,280300
NTIC,20231013,13,13,12.51,12.71,5000
NTLA,20231013,29.01,30,28.8,29.83,679600
NTNX,20231013,38.89,39.63,38.6306,38.7,2551300
NTRA,20231013,39.54,42.01,38.4701,41.54,2103900
NTRB,20231013,2.49,2.49,2.4568,2.4568,600
NTRS,20231013,67.47,67.98,66.95,67.42,1080600
NTRSO,20231013,19.68,19.815,19.05,19.15,54000
NTWK,20231013,1.91,1.96,1.91,1.92,1500
NTZG,20231013,27.5029,27.5029,27.5029,27.5029,0
NUBI,20231013,10.85,10.85,10.8499,10.85,11300
NURO,20231013,0.62,0.68,0.62,0.66,19800
NUTX,20231013,0.1936,0.1936,0.186,0.193,1264100
NUVL,20231013,59.7,59.755,55.43,57.99,1100000
NUWE,20231013,0.781,1.03,0.7399,0.9151,1289900
NUZE,20231013,5.16,5.53,5.15,5.15,1700
NVAC,20231013,10.835,10.835,10.82,10.82,3100
NVACR,20231013,0.131,0.131,0.1122,0.1122,227700
NVACW,20231013,0.0307,0.0369,0.0276,0.0325,121700
NVAX,20231013,7.4,7.4,6.81,7.05,12392800
NVCR,20231013,13.57,14.25,13.46,14.21,1079700
NVCT,20231013,10.0895,10.0895,8.33,9.26,35500
NVD,20231013,24.69,25.87,24.59,25.34,20500
NVDA,20231013,469.6,471.16,452.8,454.61,47542500
NVDD,20231013,24.02,24.6643,23.92,24.6643,7200
NVDL,20231013,94.64,95,89.68,90.21,426100
NVDS,20231013,36,37.6099,35.87,37.45,573700
NVDU,20231013,26.43,26.43,25.14,25.2042,39200
NVEC,20231013,78.3,79.55,77.13,77.6,24400
NVEE,20231013,108.13,109.65,105.2288,105.59,61500
NVEI,20231013,15.22,15.485,15.04,15.12,383500
NVFY,20231013,2.53,2.54,2.53,2.54,1700
NVIV,20231013,1.04,1.04,1.02,1.0299,2700
NVMI,20231013,109.5,109.5,105.87,106.06,56300
NVNI,20231013,3.08,3.45,3.07,3.35,4300
NVNIW,20231013,0.0768,0.1026,0.0768,0.08,22400
NVNO,20231013,5,5.13,4.91,5.13,44800
NVOS,20231013,0.3096,0.3122,0.2705,0.2858,14291100
NVTS,20231013,6.25,6.26,5.8,5.89,2478100
NVVE,20231013,0.3697,0.3744,0.35,0.3571,46600
NVVEW,20231013,0.0366,0.0398,0.0238,0.0386,9900
NVX,20231013,1.77,1.79,1.69,1.79,25600
NWBI,20231013,10.46,10.5,10.15,10.16,462400
NWE,20231013,49.33,49.39,47.895,48.41,572200
NWFL,20231013,26.04,26.04,24.01,24.88,12100
NWGL,20231013,9.4,9.5999,9.3,9.5265,6200
NWL,20231013,6.83,6.87,6.725,6.79,5335700
NWLI,20231013,480.86,481.5,479.45,480.34,71700
NWPX,20231013,29.74,29.74,29.1201,29.2,27400
NWS,20231013,21.62,22.115,21.3,21.73,2688400
NWSA,20231013,20.86,21.5,20.495,20.91,8201600
NWTN,20231013,9.67,10,9.32,9.85,61300
NXGL,20231013,1.97,1.97,1.78,1.78,11800
NXGN,20231013,23.81,23.84,23.8,23.82,641600
NXL,20231013,0.41,0.4696,0.41,0.4696,5200
NXLIW,20231013,0.0202,0.0202,0.0201,0.0201,1500
NXPI,20231013,202.37,202.51,193.22,194.5,2439400
NXPL,20231013,1.9,1.9,1.72,1.7835,14000
NXPLW,20231013,0.458,0.4799,0.458,0.4799,400
NXST,20231013,139.78,141.275,139.42,140.51,195300
NXT,20231013,36.16,36.74,34.7,35.11,1516100
NXTC,20231013,1.2886,1.29,1.211,1.25,7200
NXTG,20231013,68.29,68.29,67.5,67.71,7100
NXTP,20231013,0.88,0.88,0.8,0.85,4400
NXU,20231013,0.08,0.1231,0.08,0.0911,18274300
NYAX,20231013,20.5,20.5,20.5,20.5,300
NYMT,20231013,8.68,8.68,8.41,8.43,613900
NYMTL,20231013,18.28,18.485,18.15,18.39,4800
NYMTM,20231013,21.3,21.73,21.3,21.69,22000
NYMTN,20231013,19.9,20.0346,19.85,19.8825,4400
NYMTZ,20231013,16.9885,17.19,16.9885,17.19,2400
NYXH,20231013,6.87,7,6.8,6.91,4700
NZAC,20231013,28.71,28.71,28.3902,28.48,3500
NZRO,20231013,20.89,20.915,20.89,20.915,1000
NZUS,20231013,24.3168,24.3168,24.3168,24.3168,100
OABI,20231013,4.91,4.94,4.82,4.85,396300
OABIW,20231013,0.96,0.96,0.9303,0.9303,3800
OAKU,20231013,10.54,10.54,10.54,10.54,100
OAKUU,20231013,10.6701,10.685,10.67,10.6701,4700
OB,20231013,4.81,4.84,4.65,4.68,68900
OBIL,20231013,49.78,49.8,49.78,49.795,30700
OBIO,20231013,5.08,5.44,5.05,5.16,139600
OBLG,20231013,0.39,0.4299,0.2613,0.2772,57273300
OBT,20231013,42.9101,44.9298,42.91,43.99,8700
OCAX,20231013,10.67,10.67,10.67,10.67,25500
OCAXW,20231013,0.06,0.06,0.0502,0.055,158700
OCC,20231013,2.5,2.53,2.49,2.49,10900
OCCI,20231013,7.06,7.09,6.9601,7.05,69800
OCCIO,20231013,23,23.185,23,23.1,3700
OCEA,20231013,2.18,2.18,2.05,2.06,115900
OCEAW,20231013,0.1017,0.1074,0.1017,0.1017,2200
OCFC,20231013,14.2,14.22,13.745,13.77,297600
OCFCP,20231013,23.52,23.6512,23.5001,23.5306,1900
OCG,20231013,0.3233,0.325,0.2601,0.31,155300
OCGN,20231013,0.425,0.425,0.415,0.4185,759300
OCS,20231013,10.6,11.21,10.4,11,54100
OCSL,20231013,19.36,19.615,19.34,19.5,593100
OCTO,20231013,0.48,0.8,0.448,0.6199,685100
OCUL,20231013,2.54,2.57,2.45,2.49,685900
OCUP,20231013,3.27,3.34,3.15,3.34,145800
OCX,20231013,3.27,3.27,3.0953,3.245,2300
ODD,20231013,29.18,29.68,28.25,28.64,381700
ODDS,20231013,18.06,18.06,18.06,18.06,100
ODFL,20231013,426.17,428,402.44,405.08,593800
ODP,20231013,44.13,44.22,43.37,43.45,237200
ODVWW,20231013,0.023,0.0446,0.01,0.02,12900
OESX,20231013,1.16,1.2499,1.08,1.08,71800
OFIX,20231013,12,12.63,11.695,12.43,1378700
OFLX,20231013,78.29,78.29,76.375,76.5,7200
OFS,20231013,10.9,10.9931,10.75,10.84,7900
OGI,20231013,1.15,1.17,1.12,1.15,270100
OKTA,20231013,85.03,85.76,82.76,83.08,1394600
OKYO,20231013,1.77,1.77,1.65,1.68,66900
OLB,20231013,0.591,0.6299,0.591,0.6151,6500
OLED,20231013,163.1,163.15,158.7718,160.41,264700
OLIT,20231013,10.65,10.65,10.65,10.65,100
OLK,20231013,14.4,15.04,14.29,14.91,56300
OLLI,20231013,74.48,74.55,72.725,73.84,655800
OLMA,20231013,11.71,12.72,11.53,12.63,281700
OLPX,20231013,1.75,1.83,1.6,1.6,2839000
OM,20231013,3.76,3.76,3.18,3.39,8999700
OMAB,20231013,65.64,67.48,65.64,66.36,83300
OMCL,20231013,42.99,43.55,42.07,42.14,435700
OMER,20231013,2.38,2.38,2.23,2.27,647800
OMEX,20231013,3.9,3.92,3.5901,3.87,89800
OMGA,20231013,1.78,1.86,1.69,1.75,144500
OMH,20231013,2.65,2.73,2.52,2.66,19000
OMIC,20231013,0.36,0.382,0.3556,0.3755,153700
OMQS,20231013,0.67,0.74,0.64,0.6501,124600
ON,20231013,93.77,93.92,88.82,89.14,5441300
ONB,20231013,14.37,14.38,13.925,13.97,1344700
ONBPO,20231013,23.33,23.5,23.33,23.5,700
ONBPP,20231013,23.56,23.56,23.3,23.3,10900
ONCT,20231013,0.295,0.3025,0.2836,0.295,113800
ONCY,20231013,1.81,1.9,1.81,1.86,297600
ONDS,20231013,0.43,0.43,0.3711,0.389,1045300
ONEQ,20231013,53.52,53.614,52.59,52.76,177100
ONEW,20231013,23.99,23.99,23.11,23.15,39700
ONFO,20231013,0.7849,0.7849,0.71,0.71,14500
ONFOW,20231013,0.072,0.072,0.072,0.072,100
ONTX,20231013,0.7,0.7665,0.5509,0.6701,424200
ONVO,20231013,1.25,1.271,1.23,1.23,22900
ONYXW,20231013,0.035,0.035,0.035,0.035,300
OP,20231013,2.69,2.7363,2.5128,2.56,70700
OPAL,20231013,7.55,7.825,7.545,7.8,92000
OPBK,20231013,8.9,8.9,8.8,8.84,16000
OPCH,20231013,31.28,32.15,31.27,32.13,3096100
OPEN,20231013,2.54,2.54,2.355,2.41,14265800
OPGN,20231013,0.6979,1.12,0.69,0.822,16306500
OPHC,20231013,3.21,3.21,3.21,3.21,15200
OPI,20231013,4.52,4.641,4.39,4.45,1089800
OPINL,20231013,12.8,12.8,12.29,12.55,28600
OPK,20231013,1.38,1.39,1.28,1.35,2443600
OPOF,20231013,17.75,17.75,17.6,17.6,800
OPRA,20231013,11.11,11.155,10.8421,10.88,458200
OPRT,20231013,7.14,7.14,6.73,6.83,145300
OPRX,20231013,8.23,8.77,8.17,8.49,324800
OPT,20231013,1.75,1.87,1.75,1.815,1000
OPTN,20231013,1.13,1.25,1.12,1.24,403500
OPXS,20231013,3.8,3.8,3.75,3.77,2400
ORGN,20231013,1.1,1.12,1.015,1.03,947600
ORGNW,20231013,0.075,0.0825,0.075,0.0799,33800
ORGO,20231013,2.45,2.46,2.345,2.36,714800
ORGS,20231013,0.9044,0.9044,0.8437,0.8437,6000
ORIC,20231013,5.57,5.65,5.27,5.565,560000
ORLY,20231013,921.37,927.92,916.95,926.46,345200
ORMP,20231013,2.13,2.21,2.09,2.18,179700
ORRF,20231013,21.08,21.16,20.94,20.96,8300
ORTX,20231013,15.99,16,15.98,15.98,150300
OSA,20231013,0.86,0.9554,0.86,0.9347,4200
OSBC,20231013,13.78,13.8,13.35,13.37,94800
OSIS,20231013,119.15,119.15,116.38,117.35,110000
OSPN,20231013,9.59,9.65,9,9.03,329400
OSS,20231013,2.05,2.08,2.01,2.04,49300
OST,20231013,0.74,0.84,0.732,0.7739,305300
OSTK,20231013,14.91,15.27,14.86,15.02,1596700
OSUR,20231013,5.31,5.42,5.2669,5.38,427600
OSW,20231013,10.35,10.41,10.03,10.09,428500
OTEX,20231013,34.94,35.23,34.34,34.48,449900
OTLK,20231013,0.306,0.359,0.287,0.325,14115900
OTLY,20231013,0.6567,0.672,0.615,0.6441,2232800
OTMO,20231013,3.99,3.99,3.92,3.92,1100
OTRK,20231013,0.75,0.845,0.7004,0.701,25000
OTRKP,20231013,0.63,0.6746,0.58,0.6746,8900
OTTR,20231013,76.06,76.54,74.38,74.49,114300
OVID,20231013,3.7,3.7899,3.55,3.67,160300
OVLY,20231013,24.34,24.39,24.26,24.37,8000
OXBR,20231013,1.575,1.575,1.51,1.55,1000
OXBRW,20231013,0.0876,0.0876,0.0587,0.0587,7800
OXLC,20231013,5.05,5.085,5.03,5.04,1917500
OXLCM,20231013,24.81,24.89,24.72,24.81,3400
OXLCN,20231013,22.94,22.94,22.85,22.87,400
OXLCO,20231013,21.61,21.755,21.61,21.755,1000
OXLCP,20231013,22.85,22.85,22.8256,22.8414,2400
OXLCZ,20231013,22.39,22.54,22.37,22.5399,1600
OXSQ,20231013,3.08,3.12,3.06,3.1,357800
OXSQG,20231013,21.75,21.83,21.6765,21.83,4100
OXUSW,20231013,0.09,0.09,0.09,0.09,2300
OZK,20231013,37.42,37.585,35.905,36.23,757300
OZKAP,20231013,14.7,14.8399,14.4986,14.54,18300
PAA,20231013,15.35,15.555,15.33,15.46,3504200
PABU,20231013,47.411,47.411,47.411,47.411,100
PACB,20231013,8.05,8.18,7.905,7.98,3719300
PACW,20231013,7.95,8.03,7.52,7.58,3151400
PACWP,20231013,18.94,19.4892,18.562,18.76,50800
PAGP,20231013,16,16.0748,15.94,15.96,2021400
PAHC,20231013,12.17,12.17,11.72,11.77,82500
PALI,20231013,0.5444,0.5527,0.5391,0.5527,84600
PALT,20231013,1.85,1.885,1.81,1.81,8200
PANL,20231013,6.05,6.09,6.0273,6.06,57500
PANW,20231013,262.35,265.9,258.31,259.4,3092300
PARA,20231013,11.73,12.01,11.71,11.9,8960600
PARAA,20231013,14.67,15.0399,14.67,14.91,58900
PARAP,20231013,16.28,16.67,16.28,16.67,21300
PASG,20231013,0.67,0.6929,0.65,0.66,97600
PATI,20231013,7.9,7.925,7.9,7.925,4500
PATK,20231013,71.92,72.55,71.45,72.15,127200
PAVM,20231013,0.29,0.305,0.283,0.2939,318500
PAVS,20231013,2.43,2.68,2.43,2.58,6300
PAX,20231013,13.93,13.95,13.645,13.7,145800
PAYO,20231013,5.74,5.79,5.65,5.67,1637600
PAYOW,20231013,0.6852,0.69,0.6852,0.69,800
PAYS,20231013,1.8,1.81,1.74,1.8,103100
PAYX,20231013,119.14,119.395,116.97,117.98,932600
PBAX,20231013,10.9,10.9,10.9,10.9,100
PBAXW,20231013,0.0716,0.0716,0.0602,0.0602,233000
PBBK,20231013,12.39,12.68,12.01,12.04,10500
PBFS,20231013,8.63,8.63,8.435,8.55,6400
PBHC,20231013,13.61,13.61,13.35,13.35,300
PBLA,20231013,1.1,1.13,1.02,1.03,16500
PBPB,20231013,7.54,7.595,7.3,7.35,87900
PBTS,20231013,1.15,1.198,1.06,1.09,76700
PBYI,20231013,2.39,2.4597,2.33,2.36,118600
PCAR,20231013,85.3,85.72,83.22,83.77,2603600
PCB,20231013,15.65,15.66,15.14,15.26,33600
PCCT,20231013,10.87,11.18,9.3,10.3,47200
PCCTU,20231013,10.5,10.51,10.5,10.51,200
PCCTW,20231013,0.073,0.0778,0.07,0.07,5100
PCH,20231013,44.99,45.275,44.57,44.87,207100
PCRX,20231013,29.16,29.3,28.31,29.14,592700
PCSA,20231013,0.3414,0.61,0.334,0.48,11563700
PCT,20231013,5,5.06,4.82,4.86,1600300
PCTI,20231013,4.72,4.82,4.65,4.66,21800
PCTTW,20231013,1.65,1.65,1.6,1.6,600
PCTY,20231013,196.49,199.29,194.405,194.97,179400
PCVX,20231013,45.22,47.21,44.2,46,482000
PCYG,20231013,8.92,9.2299,8.92,9.03,22100
PCYO,20231013,9.47,9.9,9.47,9.77,62800
PDBA,20231013,31.9,31.9892,31.86,31.9501,3300
PDBC,20231013,14.75,14.89,14.725,14.87,1911600
PDCO,20231013,29.52,29.6,29.19,29.42,736300
PDD,20231013,104.94,107.67,104.88,106.1,4930900
PDEX,20231013,14.82,14.83,14.51,14.63,8500
PDFS,20231013,31.73,31.73,30.14,30.21,188000
PDLB,20231013,7.91,8.05,7.6,7.64,38300
PDP,20231013,77.94,78.1877,76.92,77.12,69100
PDSB,20231013,4.52,4.5619,4.27,4.51,265300
PEBK,20231013,21.47,21.47,21.47,21.47,600
PEBO,20231013,26.19,26.21,25.755,25.86,57000
PECO,20231013,34.24,34.26,33.59,34.06,613000
PEGA,20231013,41.11,41.11,40.15,40.56,126600
PEGR,20231013,10.48,10.48,10.475,10.475,700
PEGY,20231013,0.8516,0.87,0.8302,0.8302,26800
PENN,20231013,20.34,20.66,20.02,20.11,3048100
PEP,20231013,158.62,160.24,157.95,160,6758800
PEPG,20231013,5.7,6.18,5.46,5.65,303000
PERI,20231013,27.29,27.69,25.93,25.97,1260700
PESI,20231013,9.71,9.82,9.605,9.8,30600
PET,20231013,1.82,1.82,1.73,1.75,45800
PETQ,20231013,21.44,21.485,20.47,20.52,340700
PETS,20231013,9.41,9.75,9.3,9.7,265600
PETV,20231013,2.01,2.01,1.9001,1.92,13400
PETZ,20231013,1.14,1.2,1.14,1.16,1200
PEV,20231013,1.42,1.46,1.33,1.46,80500
PEY,20231013,18.94,18.95,18.685,18.74,309500
PEZ,20231013,61.86,61.86,61.56,61.56,600
PFBC,20231013,64.33,64.6,62.09,62.4,42800
PFC,20231013,17.36,17.46,16.715,16.74,75700
PFF,20231013,29.15,29.25,28.85,28.92,4081000
PFG,20231013,70.49,70.895,69.41,69.76,808100
PFI,20231013,41.5548,41.5548,41.3269,41.3269,700
PFIE,20231013,2.16,2.29,2.16,2.18,487800
PFIN,20231013,12.58,12.66,12.51,12.65,364800
PFIS,20231013,40.61,40.85,40.46,40.46,6500
PFM,20231013,36.67,36.8646,36.52,36.59,31700
PFMT,20231013,2.34,2.38,2.3,2.32,63600
PFSW,20231013,7.48,7.49,7.47,7.48,34900
PFTAW,20231013,0.0834,0.0835,0.071,0.071,7100
PGC,20231013,25.94,25.94,24.75,25.04,63000
PGEN,20231013,1.17,1.21,1.15,1.2,949600
PGJ,20231013,26.35,26.51,26.2362,26.34,17600
PGNY,20231013,32.58,33.37,32.395,33.11,429300
PGY,20231013,1.32,1.36,1.27,1.3,4105000
PGYWW,20231013,0.2874,0.2948,0.2668,0.2668,4900
PHAR,20231013,11.85,12.4,11.385,12,2700
PHAT,20231013,9.65,10.18,9.58,10.09,274100
PHIO,20231013,1.61,1.72,1.46,1.49,532100
PHO,20231013,53.15,53.29,52.39,52.59,52900
PHUN,20231013,0.1772,0.1772,0.168,0.1711,961800
PHUNW,20231013,0.11,0.1101,0.11,0.11,9100
PHVS,20231013,19.19,19.84,18.32,18.9,10100
PHXM,20231013,5.13,5.13,5.035,5.0575,1300
PI,20231013,53,53.02,51.96,52.69,412700
PID,20231013,16.59,16.68,16.48,16.52,665700
PIE,20231013,18.44,18.51,18.33,18.35,61400
PIII,20231013,1.56,1.61,1.5,1.59,292100
PIK,20231013,0.6101,0.63,0.61,0.6211,19400
PINC,20231013,20.07,20.33,19.94,19.98,1334700
PIO,20231013,33.33,33.33,32.92,32.94,7800
PIRS,20231013,0.2612,0.2879,0.2612,0.2836,591400
PIXY,20231013,0.82,0.82,0.7,0.7136,452400
PIZ,20231013,28.42,28.45,28.3419,28.42,33800
PKBK,20231013,16.68,16.68,16.29,16.29,12000
PKOH,20231013,22.61,23.66,22.49,23.12,71300
PKW,20231013,89.65,89.86,88.855,89.09,32100
PLAB,20231013,21.04,21.125,20.13,20.28,576000
PLAO,20231013,10.99,11,10.99,11,1100
PLAOU,20231013,11,11,10.9701,10.99,2400
PLAOW,20231013,0.0352,0.0352,0.0352,0.0352,300
PLAY,20231013,33.54,33.78,33.07,33.29,826100
PLBC,20231013,35.02,35.24,34.88,34.88,7600
PLBY,20231013,0.612,0.625,0.591,0.6,579200
PLCE,20231013,23.57,23.9976,23.26,23.7,292300
PLL,20231013,34.49,34.75,32.55,32.93,324300
PLMI,20231013,10.73,10.73,10.73,10.73,100
PLMR,20231013,51.66,52.29,50.675,50.98,68800
PLPC,20231013,148.01,152.1263,140.9061,143,21400
PLRX,20231013,15.73,15.73,15.06,15.25,398500
PLSE,20231013,4.06,4.18,4.01,4.06,64300
PLTK,20231013,9.43,9.5,9.36,9.4,710900
PLTNR,20231013,0.17,0.17,0.17,0.17,1500
PLTNW,20231013,0.056,0.056,0.0431,0.0529,1000
PLUG,20231013,7.47,7.785,7.27,7.34,32735300
PLUR,20231013,0.5425,0.55,0.53,0.53,9200
PLUS,20231013,66.86,67.67,66.24,67.21,194000
PLXS,20231013,94.86,94.86,92.79,93.74,104600
PLYA,20231013,7.1,7.18,6.96,6.97,525600
PMCB,20231013,2.08,2.18,2.04,2.09,30000
PMD,20231013,2.72,2.74,2.67,2.67,2000
PMEC,20231013,1.11,1.62,1.11,1.28,1418300
PMGM,20231013,10.8455,10.8455,10.8455,10.8455,200
PMGMU,20231013,10.84,10.84,10.84,10.84,100
PMGMW,20231013,0.0799,0.0799,0.05,0.0606,3700
PMN,20231013,1.86,1.8757,1.8024,1.85,23500
PMTS,20231013,15.78,16.524,15.0001,15.41,32400
PMVP,20231013,2.49,2.49,1.69,2,6125800
PNFP,20231013,68.64,68.73,65.82,65.9,492900
PNFPP,20231013,22.05,22.1717,21.77,21.78,5700
PNQI,20231013,31.25,31.3,30.55,30.6469,37900
PNRG,20231013,108,108,108,108,700
PNT,20231013,12.54,12.82,12.53,12.61,8134000
PNTG,20231013,10.75,10.79,10.31,10.58,151700
POAI,20231013,3.86,3.96,3.69,3.96,11000
POCI,20231013,6.01,6.11,5.96,6.0815,3500
PODC,20231013,2.3,2.34,2.11,2.1998,33700
PODD,20231013,128.33,133.725,126.63,132.38,2014500
POET,20231013,2.93,2.94,2.8,2.885,28200
POLA,20231013,1.02,1.02,0.98,0.98,10900
POOL,20231013,346.56,348.55,339.07,344.25,349400
POTX,20231013,5.84,6,5.84,5.915,28900
POWI,20231013,77.36,77.38,75.14,75.52,193300
POWL,20231013,86.32,86.48,80.15,80.55,207700
POWW,20231013,2.25,2.305,2.16,2.28,727200
POWWP,20231013,24.85,24.8987,24.85,24.85,1100
PPBI,20231013,21.7,21.78,20.88,21.06,320700
PPBT,20231013,1.19,1.3009,1.11,1.27,115900
PPC,20231013,23.51,24.07,23.195,24.01,1061400
PPH,20231013,80.42,80.64,79.65,80.09,113200
PPIH,20231013,6.88,7,6.8,6.86,3300
PPSI,20231013,5.81,5.81,5.52,5.6,38300
PPTA,20231013,3.74,3.78,3.62,3.75,75400
PPYA,20231013,10.7,10.7,10.66,10.685,54600
PPYAW,20231013,0.02,0.0251,0.0195,0.0251,6800
PRAA,20231013,19.22,19.4,17.74,17.99,229000
PRAX,20231013,1.42,1.4394,1.35,1.36,566200
PRCH,20231013,0.6708,0.675,0.6,0.6395,1270400
PRCT,20231013,28.05,28.385,26.44,26.94,789200
PRDO,20231013,17.6,17.65,17.38,17.46,462500
PRE,20231013,0.4466,0.4466,0.42,0.4298,26800
PRFT,20231013,58.77,59.05,56.515,57.17,156000
PRFX,20231013,2.76,2.76,2.52,2.52,15300
PRFZ,20231013,32.41,32.43,31.82,31.91,115300
PRGS,20231013,52.75,53.08,51.73,52.33,337000
PRLD,20231013,2.57,2.655,2.36,2.42,95600
PRLH,20231013,10.73,10.74,10.72,10.72,629600
PRLHU,20231013,10.7,11.26,10.7,10.78,1300
PRLHW,20231013,0.0241,0.0241,0.0241,0.0241,38700
PRME,20231013,6.65,7.21,6.535,7.11,537600
PRN,20231013,100.27,100.74,99.94,99.94,3800
PROC,20231013,2.91,2.99,2.76,2.82,9300
PROCW,20231013,0.07,0.09,0.07,0.08,200600
PROF,20231013,9.31,9.557,9.25,9.3,8100
PROK,20231013,2.65,2.77,2.51,2.77,1779200
PROV,20231013,12.47,12.58,12.47,12.58,1100
PRPH,20231013,4.36,4.49,4.36,4.37,10700
PRPL,20231013,1.34,1.38,1.28,1.35,1394700
PRPO,20231013,6.61,6.63,6.37,6.63,1200
PRQR,20231013,1.22,1.28,1.16,1.23,330000
PRSO,20231013,0.173,0.1849,0.1666,0.1751,173200
PRSR,20231013,10.76,10.761,10.76,10.76,10500
PRSRU,20231013,10.73,10.73,10.73,10.73,200
PRSRW,20231013,0.0649,0.0649,0.05,0.0649,2900
PRST,20231013,1.4,1.44,1.37,1.44,94500
PRSTW,20231013,0.0417,0.0458,0.0417,0.0458,125700
PRTA,20231013,46.22,46.22,43.6,44.08,558700
PRTG,20231013,2.3,2.4886,2.07,2.12,37200
PRTH,20231013,3.19,3.28,3.175,3.23,8100
PRTS,20231013,3.85,3.85,3.76,3.82,350900
PRVA,20231013,21.68,21.825,21.27,21.47,730000
PRVT,20231013,18.4041,18.4041,18.3301,18.34,400
PRZO,20231013,2.13,3.43,1.9101,3.3,23048200
PSC,20231013,39.839,39.839,39.52,39.6009,33700
PSCC,20231013,33.07,33.35,33.025,33.35,4900
PSCD,20231013,80.8164,80.8164,80.52,80.52,200
PSCE,20231013,56.58,56.9699,55.95,56.49,19600
PSCF,20231013,41.29,41.29,40.297,40.297,300
PSCH,20231013,35.93,35.93,35.7801,35.86,10200
PSCI,20231013,99.465,99.465,97.65,97.65,800
PSCM,20231013,61.01,61.01,60.6893,60.7058,700
PSCT,20231013,43.74,43.74,42.35,42.37,11500
PSCU,20231013,48.1422,48.1422,48.1422,48.1422,300
PSEC,20231013,5.97,5.99,5.91,5.92,830800
PSET,20231013,55.38,55.38,54.93,54.96,23900
PSHG,20231013,2.13,2.18,2,2.01,346500
PSL,20231013,78.78,79.17,78.69,79.17,1300
PSMT,20231013,74,74.12,72.52,72.71,199700
PSNL,20231013,1.06,1.095,1.03,1.06,166800
PSNY,20231013,2.8,2.84,2.74,2.83,2494500
PSNYW,20231013,0.4232,0.4232,0.381,0.4024,32700
PSTV,20231013,1.25,1.41,1.2265,1.38,486400
PSTX,20231013,2.17,2.355,2.0387,2.34,490300
PSWD,20231013,25.3577,25.3577,25.3577,25.3577,100
PT,20231013,1.28,1.3,1.21,1.21,108400
PTC,20231013,144.01,144.17,142.44,142.86,735000
PTCT,20231013,20.51,20.51,19.7,20.39,1145100
PTEC,20231013,26.18,26.18,26.18,26.18,100
PTEN,20231013,13.69,14.065,13.31,13.78,5328100
PTF,20231013,44.45,44.49,43.46,43.55,10800
PTGX,20231013,15.4,15.53,15.15,15.44,581900
PTH,20231013,30.88,31.14,30.42,31.14,11400
PTHR,20231013,10.58,10.58,10.57,10.57,188800
PTHRU,20231013,10.61,10.61,10.61,10.61,100
PTHRW,20231013,0.0411,0.0412,0.036,0.036,800
