Symbol,Name,Country,IPO Year,Volume,Sector,Industry
IZEA,IZEA Worldwide Inc. Common Stock,United States,,20220,Consumer Discretionary,Advertising
IZM,ICZOOM Group Inc. Class A Ordinary Shares,China,2023,55128,Consumer Discretionary,Consumer Electronics/Video Chains
JACK,Jack In The Box Inc. Common Stock,United States,,1479305,Consumer Discretionary,Restaurants
JAGX,Jaguar Health Inc. Common Stock,United States,2015,201395,Health Care,Biotechnology: Pharmaceutical Preparations
JAKK,JAKKS Pacific Inc. Common Stock,United States,1996,148106,Consumer Discretionary,Recreational Games/Products/Toys
JAMF,Jamf Holding Corp. Common Stock,United States,2020,532225,Technology,Computer Software: Prepackaged Software
JANX,Janux Therapeutics Inc. Common Stock,United States,2021,397710,Health Care,Biotechnology: Pharmaceutical Preparations
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Ireland,2007,822190,Health Care,Biotechnology: Pharmaceutical Preparations
JBDI,JBDI Holdings Limited Ordinary Shares,Singapore,2024,182801,,
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,,1115482,Industrials,Trucking Freight/Courier Services
JBLU,JetBlue Airways Corporation Common Stock,United States,2002,33596622,Consumer Discretionary,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,1991,56038,Consumer Staples,Specialty Foods
JCSE,JE Cleantech Holdings Limited Ordinary Shares,Singapore,2022,7550,Consumer Discretionary,Miscellaneous manufacturing industries
JCTC,Jewett-Cameron Trading Company Common Shares,United States,,23582,Consumer Discretionary,RETAIL: Building Materials
JD,JD.com Inc. American Depositary Shares,China,2014,14246608,Consumer Discretionary,Other Specialty Stores
JDZG,JIADE LIMITED Common stock,China,2024,954494,Real Estate,Other Consumer Services
JFB,JFB Construction Holdings Class A Common Stock,United States,2025,7081,,
JFBR,Jeffs' Brands Ltd Ordinary Shares,Israel,2022,80537,Consumer Discretionary,Other Specialty Stores
JFBRW,Jeffs' Brands Ltd Warrant,Israel,2022,13603,Consumer Discretionary,Other Specialty Stores
JFIN,Jiayin Group Inc. American Depositary Shares,China,2019,143308,Finance,Finance: Consumer Services
JFU,9F Inc. American Depositary Shares,China,2019,16909,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,China,2018,11530,Technology,Computer Software: Programming Data Processing
JJSF,J & J Snack Foods Corp. Common Stock,United States,1986,99213,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,United States,1985,541268,Technology,EDP Services
JL,J-Long Group Limited Ordinary Shares,Hong Kong,2024,6116,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JMSB,John Marshall Bancorp Inc. Common Stock,United States,,21313,Finance,Major Banks
JNVR,Janover Inc. Common Stock,United States,2023,439019,Finance,Finance: Consumer Services
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,,31002,Consumer Discretionary,Recreational Games/Products/Toys
JOYY,JOYY Inc. American Depositary Shares,Singapore,2012,336437,Technology,EDP Services
JRSH,Jerash Holdings (US) Inc. Common Stock,United States,2018,12174,Consumer Discretionary,Apparel
JRVR,James River Group Holdings Ltd. Common Shares,Bermuda,2014,116715,Finance,Property-Casualty Insurers
JSM,Navient Corporation 6% Senior Notes due December 15 2043,United States,,6970,Finance,Investment Bankers/Brokers/Service
JSPR,Jasper Therapeutics Inc. Common Stock,United States,2020,86394,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JTAI,Jet.AI Inc. Common Stock,United States,2021,33473,Consumer Discretionary,Transportation Services
JUNE,Junee Limited Ordinary Shares,Hong Kong,2024,7321,,
JUNS,Jupiter Neurosciences Inc. Common Stock,United States,2024,29763,Health Care,Biotechnology: Pharmaceutical Preparations
JVA,Coffee Holding Co. Inc. Common Stock,United States,2005,91647,Consumer Staples,Packaged Foods
JVSA,JV SPAC Acquisition Corp. Class A Ordinary Share,China,2024,5,,
JWEL,Jowell Global Ltd. Ordinary Shares,China,2021,8700,Consumer Discretionary,Other Consumer Services
JXG,JX Luxventure Group Inc. Common Stock,China,2013,92533,Consumer Staples,Apparel
JYD,Jayud Global Logistics Limited Class A Ordinary Shares,China,2023,14086882,Consumer Discretionary,Oil Refining/Marketing
JYNT,The Joint Corp. Common Stock,United States,2014,43630,Miscellaneous,Multi-Sector Companies
JZ,Jianzhi Education Technology Group Company Limited American Depositary Shs,China,2022,450,Real Estate,Other Consumer Services
JZXN,Jiuzi Holdings Inc. Ordinary Shares,China,2021,395781,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KALA,KALA BIO Inc. Common Stock,United States,2017,57187,Health Care,Biotechnology: Pharmaceutical Preparations
KALU,Kaiser Aluminum Corporation Common Stock,United States,,315766,Industrials,Metal Fabrications
KALV,KalVista Pharmaceuticals Inc. Common Stock,United Kingdom,2015,283745,Health Care,Biotechnology: Pharmaceutical Preparations
KARO,Karooooo Ltd. Ordinary Shares,Singapore,2021,8932,Technology,Computer Software: Prepackaged Software
KAVL,Kaival Brands Innovations Group Inc. Common Stock,United States,,23019,Consumer Discretionary,Other Consumer Services
KBSX,FST Corp. Ordinary Shares,Taiwan,,21288,Consumer Discretionary,Recreational Games/Products/Toys
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,China,2020,1604697,Technology,Computer Software: Prepackaged Software
KDLY,Kindly MD Inc. Common Stock,United States,2024,65742,Health Care,Medical/Nursing Services
KDLYW,Kindly MD Inc. Warrants,United States,2024,1,Health Care,Medical/Nursing Services
KDP,Keurig Dr Pepper Inc. Common Stock,United States,,12503621,Consumer Staples,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,United States,,100790,Technology,Electrical Products
KELYA,Kelly Services Inc. Class A Common Stock,United States,,172962,Consumer Discretionary,Professional Services
KELYB,Kelly Services Inc. Class B Common Stock,United States,,21,Consumer Discretionary,Professional Services
KEQU,Kewaunee Scientific Corporation Common Stock,United States,,24803,Industrials,Medical Specialities
KFFB,Kentucky First Federal Bancorp Common Stock,United States,2005,335,Finance,Savings Institutions
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,United States,2025,35642,,
KFIIU,K&F Growth Acquisition Corp. II Unit,United States,2025,2171,Finance,Blank Checks
KGEI,Kolibri Global Energy Inc. Common stock,United States,,53211,Energy,Oil & Gas Production
KHC,The Kraft Heinz Company Common Stock,United States,,19240304,Consumer Staples,Packaged Foods
KIDS,OrthoPediatrics Corp. Common Stock,United States,2017,89992,Health Care,Medical/Dental Instruments
KIDZ,Classover Holdings Inc. Class B Common Stock,United States,,197100,Real Estate,Other Consumer Services
KIDZW,Classover Holdings Inc. Warrants,United States,,60,,
KINS,Kingstone Companies Inc. Common Stock,United States,,260576,Finance,Property-Casualty Insurers
KIRK,Kirkland's Inc. COMMONSTOCK,United States,2002,329953,Consumer Discretionary,Other Specialty Stores
KITT,Nauticus Robotics Inc. Common stock,United States,2021,3507104,Industrials,Industrial Machinery/Components
KITTW,Nauticus Robotics Inc. Warrant,United States,2021,34587,Industrials,Industrial Machinery/Components
KLAC,KLA Corporation Common Stock,United States,1980,736049,Technology,Electronic Components
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,,499111,Technology,Semiconductors
KLRS,Kalaris Therapeutics Inc. Common Stock,United States,2020,57931,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLTO,Klotho Neurosciences Inc. Common Stock,United States,2022,171403,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLTOW,Klotho Neurosciences Inc. Warrant,United States,2022,2146,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLTR,Kaltura Inc. Common Stock,United States,2021,364115,Technology,Computer Software: Prepackaged Software
KLXE,KLX Energy Services Holdings Inc. Common Stock,United States,,87436,Energy,Oilfield Services/Equipment
KMDA,Kamada Ltd. Ordinary Shares,Israel,2013,52011,Health Care,Biotechnology: Pharmaceutical Preparations
KMTS,Kestra Medical Technologies Ltd. Common Stock,United States,2025,84441,Health Care,Medical/Dental Instruments
KNDI,Kandi Technologies Group Inc. Ordinary Shares,China,,144903,Consumer Discretionary,Auto Manufacturing
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,United States,2018,545053,Health Care,Biotechnology: Pharmaceutical Preparations
KOD,Kodiak Sciences Inc Common Stock,United States,2018,301084,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KOPN,Kopin Corporation Common Stock,United States,1992,2317494,Technology,Semiconductors
KOSS,Koss Corporation Common Stock,United States,,13458,Consumer Staples,Consumer Electronics/Appliances
KPLT,Katapult Holdings Inc. Common Stock,United States,2019,6069,Consumer Discretionary,Diversified Commercial Services
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,United States,,60795,Health Care,Biotechnology: Pharmaceutical Preparations
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States,2013,133530,Health Care,Biotechnology: Pharmaceutical Preparations
KRKR,36Kr Holdings Inc. American Depositary Shares,China,2019,3994,Consumer Discretionary,Business Services
KRMD,KORU Medical Systems Inc. Common Stock (DE),United States,,116896,Health Care,Medical/Dental Instruments
KRNT,Kornit Digital Ltd. Ordinary Shares,Israel,2015,151092,Industrials,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,United States,2005,203420,Finance,Savings Institutions
KRON,Kronos Bio Inc. Common Stock,United States,2020,101955,Health Care,Biotechnology: Pharmaceutical Preparations
KROS,Keros Therapeutics Inc. Common Stock,United States,2020,840385,Health Care,Biotechnology: Pharmaceutical Preparations
KRRO,Korro Bio Inc. Common Stock,United States,2019,109246,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Karat Packaging Inc. Common Stock,United States,2021,22298,Industrials,Plastic Products
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,2019,252851,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,United States,2017,167657,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,United States,2022,383435,Telecommunications,Telecommunications Equipment
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Kazakhstan,2024,283372,,
KTCC,Key Tronic Corporation Common Stock,United States,1983,12593,Technology,Electrical Products
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,1512217,Industrials,Military/Government/Technical
KTTA,Pasithea Therapeutics Corp. Common Stock,United States,2021,184569,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Pasithea Therapeutics Corp. Warrant,United States,2021,11043,Health Care,Biotechnology: Pharmaceutical Preparations
KURA,Kura Oncology Inc. Common Stock,United States,,826668,Health Care,Biotechnology: Pharmaceutical Preparations
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,United States,2023,219,,
KVACW,Keen Vision Acquisition Corporation Warrant,United States,2023,10,,
KVHI,KVH Industries Inc. Common Stock,United States,1996,3274,Technology,Radio And Television Broadcasting And Communications Equipment
KWE,KWESST Micro Systems Inc. Common Stock,Canada,,163844,Technology,Computer Software: Prepackaged Software
KWESW,KWESST Micro Systems Inc. Warrant,Canada,,10507,Technology,Computer Software: Prepackaged Software
KXIN,Kaixin Holdings Ordinary Shares,China,2017,38266,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KYMR,Kymera Therapeutics Inc. Common Stock,United States,2020,608827,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYTX,Kyverna Therapeutics Inc. Common Stock,United States,2024,119463,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KZIA,Kazia Therapeutics Limited American Depositary Shares,Australia,,50572,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,Kezar Life Sciences Inc. Common Stock,United States,2018,12095,Health Care,Biotechnology: Pharmaceutical Preparations
LAB,Standard BioTools Inc. Common Stock,United States,2011,627835,Industrials,Biotechnology: Laboratory Analytical Instruments
LAES,SEALSQ Corp Ordinary Shares,Switzerland,,2751445,Technology,Semiconductors
LAKE,Lakeland Industries Inc. Common Stock,United States,1986,59473,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996,515616,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,,183498,Consumer Staples,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,1993,269133,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,,3945,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,,7507,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,United States,,8178,Real Estate,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc. Common Stock,United States,,13149,Finance,Major Banks
LASE,Laser Photonics Corporation Common Stock,United States,2022,76737,Miscellaneous,Industrial Machinery/Components
LASR,nLIGHT Inc. Common Stock,United States,2018,227003,Technology,Semiconductors
LAUR,Laureate Education Inc. Common Stock,United States,2017,536097,Real Estate,Other Consumer Services
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,2019,1460854,Consumer Discretionary,Auto Parts:O.E.M.
LBGJ,Li Bang International Corporation Inc. Ordinary Shares,China,2024,11053,,
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,236323,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,,1095314,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,,3604,Telecommunications,Cable & Other Pay Television Services
LBTYA,Liberty Global Ltd. Class A Common Shares,United Kingdom,,1141539,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,United Kingdom,,233,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,United Kingdom,,1095508,Telecommunications,Cable & Other Pay Television Services
LCFY,Locafy Limited Ordinary Share,Australia,2022,141236,Technology,Computer Software: Programming Data Processing
LCID,Lucid Group Inc. Common Stock,United States,,75515029,Consumer Discretionary,Auto Manufacturing
LCNB,LCNB Corporation Common Stock,United States,,27518,Finance,Major Banks
LCUT,Lifetime Brands Inc. Common Stock,United States,1991,131612,Consumer Discretionary,Industrial Machinery/Components
LDTC,LeddarTech Holdings Inc. Common Shares,United States,2021,91414,Technology,Computer Software: Prepackaged Software
LDTCW,LeddarTech Holdings Inc. Warrants,United States,2021,4609,Technology,Computer Software: Prepackaged Software
LDWY,Lendway Inc. Common Stock (DE),United States,,462,Consumer Discretionary,Advertising
LE,Lands' End Inc. Common Stock,United States,,158712,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,382105,Industrials,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,Taiwan,2010,22464,Technology,Semiconductors
LEE,Lee Enterprises Incorporated Common Stock,United States,,6868,Consumer Discretionary,Newspapers/Magazines
LEGH,Legacy Housing Corporation Common Stock (TX),United States,2018,37585,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,2020,1317405,Health Care,Biotechnology: Pharmaceutical Preparations
LENZ,LENZ Therapeutics Inc. Common Stock,United States,2021,205680,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LESL,Leslie's Inc. Common Stock,United States,2020,2213115,Consumer Discretionary,Other Specialty Stores
LEXX,Lexaria Bioscience Corp. Common Stock,Canada,,129946,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,Lifecore Biomedical Inc. Common Stock,United States,,143955,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,LifeMD Inc. Common Stock,United States,,541467,Health Care,Medical/Nursing Services
