Symbol,Name,Country,IPO Year,Volume,Sector,Industry
CIFRW,Cipher Mining Inc. Warrant,United States,2020,18944,Finance,Finance: Consumer Services
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Canada,,88214,Finance,Real Estate
CIGL,Concorde International Group Ltd Class A Ordinary Shares,Singapore,2025,13270,Consumer Discretionary,Diversified Commercial Services
CIIT,Tianci International Inc. Common Stock,Hong Kong,,22214,Energy,Oil & Gas Production
CINF,Cincinnati Financial Corporation Common Stock,United States,,909753,Finance,Property-Casualty Insurers
CING,Cingulate Inc. Common Stock,United States,2021,111052,Health Care,Biotechnology: Pharmaceutical Preparations
CINGW,Cingulate Inc. Warrants,United States,2021,16008,Health Care,Biotechnology: Pharmaceutical Preparations
CISO,CISO Global Inc. Common Stock,United States,,930898,Consumer Discretionary,Professional Services
CISS,C3is Inc. Common Stock,Greece,,43169,Consumer Discretionary,Marine Transportation
CIVB,Civista Bancshares Inc. Common Stock,United States,,91869,Finance,Major Banks
CJET,Chijet Motor Company Inc. Ordinary Shares,Cayman Islands,,25917,Consumer Discretionary,Auto Manufacturing
CJMB,Callan JMB Inc. Common Stock,United States,2025,53019,Consumer Discretionary,Business Services
CKPT,Checkpoint Therapeutics Inc. Common Stock,United States,,650693,Health Care,Biotechnology: Pharmaceutical Preparations
CLAR,Clarus Corporation Common Stock,United States,,271429,Consumer Discretionary,Recreational Games/Products/Toys
CLBK,Columbia Financial Inc. Common Stock,United States,2018,151894,Finance,Savings Institutions
CLBT,Cellebrite DI Ltd. Ordinary Shares,Israel,,609069,Technology,Computer Software: Prepackaged Software
CLDX,Celldex Therapeutics Inc.,United States,,999719,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLEU,China Liberal Education Holdings Limited Ordinary Shares,China,2020,36090,Real Estate,Other Consumer Services
CLFD,Clearfield Inc. Common Stock,United States,,79611,Utilities,Telecommunications Equipment
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Israel,,8937,Health Care,Industrial Specialties
CLIK,Click Holdings Limited Ordinary Share,Hong Kong,2024,1014600,Consumer Discretionary,Diversified Commercial Services
CLIR,ClearSign Technologies Corporation Common Stock (DE),United States,2012,30737,Industrials,Industrial Machinery/Components
CLLS,Cellectis S.A. American Depositary Shares,France,2015,61845,Health Care,Biotechnology: Pharmaceutical Preparations
CLMB,Climb Global Solutions Inc. Common Stock,United States,,45309,Technology,Retail: Computer Software & Peripheral Equipment
CLMT,Calumet Inc. Common Stock,United States,2006,802368,Energy,Integrated oil Companies
CLNE,Clean Energy Fuels Corp. Common Stock,United States,2007,1757457,Utilities,Natural Gas Distribution
CLNN,Clene Inc. Common Stock,United States,,35037,Health Care,Biotechnology: Pharmaceutical Preparations
CLNNW,Clene Inc. Warrant,United States,,1,Health Care,Biotechnology: Pharmaceutical Preparations
CLOV,Clover Health Investments Corp. Class A Common Stock,United States,,4423288,Health Care,Medical Specialities
CLPS,CLPS Incorporation Common Stock,China,2018,438,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc. Common Stock,United States,,228444,Health Care,Medical/Dental Instruments
CLRB,Cellectar Biosciences Inc.  Common Stock,United States,,736810,Health Care,Biotechnology: Pharmaceutical Preparations
CLRO,ClearOne Inc. (DE) Common Stock,United States,,22923,Utilities,Telecommunications Equipment
CLSD,Clearside Biomedical Inc. Common Stock,United States,2016,43485,Health Care,Biotechnology: Pharmaceutical Preparations
CLSK,CleanSpark Inc. Common Stock,United States,,23679993,Finance,Finance: Consumer Services
CLSKW,CleanSpark Inc. Warrant,United States,,614138,Finance,Finance: Consumer Services
CLST,Catalyst Bancorp Inc. Common Stock,United States,2021,6206,Finance,Savings Institutions
CLWT,Euro Tech Holdings Company Limited Common Stock,Hong Kong,1997,61881,Consumer Discretionary,Professional and commerical equipment
CLYM,Climb Bio Inc. Common Stock,United States,2021,58022,Health Care,Biotechnology: Pharmaceutical Preparations
CMBM,Cambium Networks Corporation Ordinary Shares,Cayman Islands,2019,79063,Technology,Radio And Television Broadcasting And Communications Equipment
CMCO,Columbus McKinnon Corporation Common Stock,United States,1996,333595,Industrials,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,United States,,27895670,Telecommunications,Cable & Other Pay Television Services
CMCT,Creative Media & Community Trust Corporation Common stock,United States,,71039,Real Estate,Real Estate Investment Trusts
CME,CME Group Inc. Class A Common Stock,United States,2002,1778588,Finance,Investment Bankers/Brokers/Service
CMLS,Cumulus Media Inc. Class A Common Stock,United States,,1031643,Consumer Discretionary,Broadcasting
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Israel,2019,296107,Health Care,Biotechnology: Pharmaceutical Preparations
CMND,Clearmind Medicine Inc. Common Shares,Canada,,36399,Health Care,Biotechnology: Pharmaceutical Preparations
CMPO,CompoSecure Inc. Class A Common Stock,United States,2020,505527,Finance,Finance: Consumer Services
CMPOW,CompoSecure Inc. Warrant,United States,2020,25215,Finance,Finance: Consumer Services
CMPR,Cimpress plc Ordinary Shares (Ireland),Netherlands,2005,174357,Consumer Discretionary,Publishing
CMPS,COMPASS Pathways Plc American Depository Shares,United Kingdom,2020,496528,Health Care,Biotechnology: Pharmaceutical Preparations
CMPX,Compass Therapeutics Inc. Common Stock,United States,,553490,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMTL,Comtech Telecommunications Corp. Common Stock,United States,,144021,Technology,Radio And Television Broadcasting And Communications Equipment
CNCK,Coincheck Group N.V. Ordinary Shares,Netherlands,,40244,Finance,Finance: Consumer Services
CNCKW,Coincheck Group N.V. Warrants,Netherlands,,885,Finance,Finance: Consumer Services
CNDT,Conduent Incorporated Common Stock ,United States,,660368,Consumer Discretionary,Business Services
CNET,ZW Data Action Technologies Inc. Common Stock,China,,5292,Technology,Computer Software: Programming Data Processing
CNEY,CN Energy Group Inc. Class A Ordinary Shares,China,2021,3932452,Industrials,Major Chemicals
CNFR,Conifer Holdings Inc. Common Stock,United States,2015,93701,Finance,Property-Casualty Insurers
CNFRZ,Conifer Holdings Inc. 9.75% Senior Unsecured Notes due 2028,United States,,919,Finance,Property-Casualty Insurers
CNOB,ConnectOne Bancorp Inc. Common Stock,United States,,297938,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,,2566,Finance,Major Banks
CNSP,CNS Pharmaceuticals Inc. Common Stock,United States,2019,71080,Health Care,Biotechnology: Pharmaceutical Preparations
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,United Kingdom,2021,756600,Health Care,Biotechnology: Pharmaceutical Preparations
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,China,2021,46142,Health Care,Biotechnology: Pharmaceutical Preparations
CNTM,ConnectM Technology Solutions Inc. Common Stock,United States,2022,603726,Consumer Discretionary,Engineering & Construction
CNTX,Context Therapeutics Inc. Common Stock,United States,2021,40959,Health Care,Biotechnology: Pharmaceutical Preparations
CNTY,Century Casinos Inc. Common Stock,United States,,236904,Consumer Discretionary,Hotels/Resorts
CNVS,Cineverse Corp. Class A Common Stock,United States,,64098,Consumer Discretionary,Consumer Electronics/Video Chains
CNXC,Concentrix Corporation Common Stock,United States,,590602,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,United States,,92315,Consumer Discretionary,Catalog/Specialty Distribution
COCH,Envoy Medical Inc. Class A Common Stock,United States,2021,16638,Health Care,Industrial Specialties
COCHW,Envoy Medical Inc Warrant,United States,2021,44290,Health Care,Industrial Specialties
COCO,The Vita Coco Company Inc. Common Stock,United States,2021,845410,Consumer Staples,Beverages (Production/Distribution)
COCP,Cocrystal Pharma Inc. Common Stock,United States,,24050,Health Care,Biotechnology: Pharmaceutical Preparations
CODA,Coda Octopus Group Inc. Common stock,United States,,185120,Industrials,Industrial Machinery/Components
CODX,Co-Diagnostics Inc. Common Stock,United States,2017,308726,Health Care,Medical/Dental Instruments
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,United States,2020,197267,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,United States,2020,11060,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COFS,ChoiceOne Financial Services Inc. Common Stock,United States,,55672,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,United States,2018,1827376,Health Care,Biotechnology: Pharmaceutical Preparations
COHU,Cohu Inc. Common Stock,United States,,342557,Industrials,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,United States,,7624239,Finance,Finance: Consumer Services
COKE,Coca-Cola Consolidated Inc. Common Stock,United States,1972,39093,Consumer Staples,Beverages (Production/Distribution)
COLA,Columbus Acquisition Corp Ordinary Shares,Singapore,2025,31794,,
COLB,Columbia Banking System Inc. Common Stock,United States,1992,2113840,Finance,Savings Institutions
COLL,Collegium Pharmaceutical Inc. Common Stock,United States,2015,158635,Health Care,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,United States,1998,633758,Consumer Discretionary,Apparel
COMM,CommScope Holding Company Inc. Common Stock,United States,2013,4443709,Technology,Radio And Television Broadcasting And Communications Equipment
COO,The Cooper Companies Inc. Common Stock,United States,,1532355,Health Care,Ophthalmic Goods
COOP,Mr. Cooper Group Inc. Common Stock,United States,,731967,Finance,Finance: Consumer Services
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,Australia,,2465330,Consumer Staples,Packaged Foods
COOTW,Australian Oilseeds Holdings Limited Warrant,Australia,,1400,Consumer Staples,Packaged Foods
CORT,Corcept Therapeutics Incorporated Common Stock,United States,2004,1377473,Health Care,Biotechnology: Pharmaceutical Preparations
CORZ,Core Scientific Inc. Common Stock,United States,,10087174,Finance,Finance: Consumer Services
CORZW,Core Scientific Inc. Tranche 1 Warrants,United States,,245968,Finance,Finance: Consumer Services
CORZZ,Core Scientific Inc. Tranche 2 Warrants,United States,,9423,Finance,Finance: Consumer Services
COSM,Cosmos Health Inc. Common Stock,United States,,520461,Health Care,Other Pharmaceuticals
COST,Costco Wholesale Corporation Common Stock,United States,,1616155,Consumer Discretionary,Department/Specialty Retail Stores
COYA,Coya Therapeutics Inc. Common Stock,United States,2022,27983,Health Care,Biotechnology: Pharmaceutical Preparations
CPB,The Campbell's Company Common Stock,United States,,3064622,Consumer Staples,Packaged Foods
CPBI,Central Plains Bancshares Inc. Common Stock,United States,2023,1777,Finance,Savings Institutions
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,United States,,631,Consumer Discretionary,Services-Misc. Amusement & Recreation
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,United States,2009,18505,Health Care,Biotechnology: Pharmaceutical Preparations
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,China,2021,118149,Consumer Discretionary,Services-Misc. Amusement & Recreation
CPRT,Copart Inc. (DE) Common Stock,United States,1994,4654253,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,2006,609537,Health Care,Biotechnology: Pharmaceutical Preparations
CPSH,CPS Technologies Corp. Common Stock,United States,,88702,Consumer Discretionary,Building Materials
CPSS,Consumer Portfolio Services Inc. Common Stock,United States,1992,9939,Finance,Finance: Consumer Services
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,2019,66382,Finance,Trusts Except Educational Religious and Charitable
CRAI,CRA International Inc. Common Stock,United States,1998,43211,Consumer Discretionary,Other Consumer Services
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,United States,,147302,Health Care,Biotechnology: Pharmaceutical Preparations
CRBU,Caribou Biosciences Inc. Common Stock,United States,2021,3856047,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRCT,Cricut Inc. Class A Common Stock,United States,2021,464591,Technology,Industrial Machinery/Components
CRDF,Cardiff Oncology Inc. Common Stock,United States,,735769,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,Canada,,148632,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,United States,2022,3181438,Technology,Semiconductors
CREG,Smart Powerr Corp. Common Stock,China,,50654,Consumer Discretionary,Business Services
CRESW,Cresud S.A.C.I.F. y A. Warrant,Argentina,,4254,Finance,Real Estate
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,Argentina,1997,177903,Finance,Real Estate
CREV,Carbon Revolution Public Limited Ordinary Shares,Ireland,,45754,Consumer Discretionary,Auto Parts:O.E.M.
CREVW,Carbon Revolution Public Limited Company Warrant,Ireland,,1000,Consumer Discretionary,Auto Parts:O.E.M.
CREX,Creative Realities Inc. Common Stock,United States,,40330,Technology,EDP Services
CRGO,Freightos Limited Ordinary shares,Israel,,55569,Consumer Discretionary,Oil Refining/Marketing
CRGOW,Freightos Limited Warrants,Israel,,3170,Consumer Discretionary,Oil Refining/Marketing
CRGX,CARGO Therapeutics Inc. Common Stock,United States,2023,691822,,
CRIS,Curis Inc. Common Stock,United States,,101090,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRMD,CorMedix Inc. Common Stock,United States,,867880,Health Care,Biotechnology: Pharmaceutical Preparations
CRML,Critical Metals Corp. Ordinary Shares,British Virgin Islands,,1955836,Basic Materials,Metal Mining
CRMLW,Critical Metals Corp. Warrants,British Virgin Islands,,93241,Basic Materials,Metal Mining
CRMT,America's Car-Mart Inc Common Stock,United States,,37329,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CRNC,Cerence Inc. Common Stock,United States,,995847,Technology,Computer Software: Prepackaged Software
CRNT,Ceragon Networks Ltd. Ordinary Shares,Israel,,707188,Technology,Radio And Television Broadcasting And Communications Equipment
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,2018,606016,Health Care,Biotechnology: Pharmaceutical Preparations
CRON,Cronos Group Inc. Common Share,Canada,,1307589,Health Care, Medicinal Chemicals and Botanical Products 
CROX,Crocs Inc. Common Stock,United States,2006,1480551,Consumer Discretionary,Shoe Manufacturing
CRSP,CRISPR Therapeutics AG Common Shares,Switzerland,2016,1320604,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,United States,2020,757305,Technology,Computer peripheral equipment
CRTO,Criteo S.A. American Depositary Shares,France,2013,381401,Consumer Discretionary,Advertising
CRUS,Cirrus Logic Inc. Common Stock,United States,1989,372471,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,United States,,183287,Finance,Specialty Insurers
CRVO,CervoMed Inc. Common Stock,United States,,387760,Health Care,Biotechnology: Pharmaceutical Preparations
CRVS,Corvus Pharmaceuticals Inc. Common Stock,United States,2016,726434,Health Care,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,2019,2798708,Technology,Computer Software: Prepackaged Software
CRWS,Crown Crafts Inc Common Stock,United States,,23118,Consumer Discretionary,Textiles
CRWV,CoreWeave Inc. Class A Common Stock,United States,2025,5194556,Technology,Computer Software: Prepackaged Software
CSAI,Cloudastructure Inc. Class A Common Stock,United States,,207387,Technology,Computer Software: Programming Data Processing
CSBR,Champions Oncology Inc. Common Stock,United States,,83346,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCI,COSCIENS Biopharma Inc. Common Stock,Canada,,1013,Health Care,Biotechnology: Pharmaceutical Preparations
CSCO,Cisco Systems Inc. Common Stock (DE),United States,1990,23140581,Telecommunications,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,United States,1998,3945225,Consumer Discretionary,Business Services
CSGS,CSG Systems International Inc. Common Stock,United States,1996,189455,Technology,EDP Services
CSIQ,Canadian Solar Inc. Common Shares (ON),Canada,2006,4681859,Technology,Semiconductors
CSPI,CSP Inc. Common Stock,United States,1982,20990,Technology,EDP Services
CSQ,Calamos Strategic Total Return Common Stock,United States,2004,127072,Finance,Finance Companies
CSTE,Caesarstone Ltd. Ordinary Shares,Israel,2012,69862,Industrials,Building Materials
CSTL,Castle Biosciences Inc. Common Stock,United States,2019,489240,Health Care,Medical Specialities
CSWC,Capital Southwest Corporation Common Stock,United States,,331431,Consumer Discretionary,Textiles
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,United States,,5206,Finance,Finance Companies
CSWI,CSW Industrials Inc. Common Stock,United States,,55652,Industrials,Home Furnishings
CSX,CSX Corporation Common Stock,United States,,12632506,Industrials,Railroads
CTAS,Cintas Corporation Common Stock,United States,1983,1716181,Consumer Discretionary,Apparel
CTBI,Community Trust Bancorp Inc. Common Stock,United States,,52354,Finance,Major Banks
CTKB,Cytek Biosciences Inc. Common Stock,United States,2021,612649,Industrials,Biotechnology: Laboratory Analytical Instruments
CTLP,Cantaloupe Inc. Common Stock,United States,,375890,Miscellaneous,Office Equipment/Supplies/Services
CTMX,CytomX Therapeutics Inc. Common Stock,United States,2015,4075681,Health Care,Biotechnology: Pharmaceutical Preparations
CTNM,Contineum Therapeutics Inc. Class A Common Stock,United States,2024,51330,Health Care,Biotechnology: Pharmaceutical Preparations
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,United States,2023,8272,Consumer Discretionary,Motor Vehicles
CTOR,Citius Oncology Inc. Common Stock,United States,2022,47670,Health Care,Biotechnology: Pharmaceutical Preparations
CTRM,Castor Maritime Inc. Common Shares,Cyprus,,25858,Consumer Discretionary,Marine Transportation
CTRN,Citi Trends Inc. Common Stock,United States,2005,51984,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,1998,3363998,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,United States,,34645,Health Care,Medical/Dental Instruments
CTXR,Citius Pharmaceuticals Inc. Common Stock,United States,,105535,Health Care,Biotechnology: Pharmaceutical Preparations
CUB,Lionheart Holdings Class A Ordinary Shares,United States,2024,152885,Industrials,Industrial Machinery/Components
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,United States,,18428,Finance,Investment Managers
CUBWU,Lionheart Holdings Unit,United States,2024,169,Finance,Blank Checks
CUBWW,Lionheart Holdings Warrant,United States,2024,11529,,
CUE,Cue Biopharma Inc. Common Stock,United States,2018,16217,Health Care,Biotechnology: Pharmaceutical Preparations
CUPR,Cuprina Holdings (Cayman) Limited Class A Ordinary Shares,Singapore,2025,852672,Consumer Discretionary,Military/Government/Technical
CURI,CuriosityStream Inc. Class A Common Stock,United States,2020,261569,Consumer Discretionary,Movies/Entertainment
CURIW,CuriosityStream Inc. Warrant,United States,2020,100,Consumer Discretionary,Movies/Entertainment
CURR,Currenc Group Inc. Ordinary Shares,Singapore,,35318,Consumer Discretionary,Business Services
CVAC,CureVac N.V. Ordinary Shares,Germany,2020,687882,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,United States,,743977,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,United States,,49790,Consumer Discretionary,Homebuilding
CVGI,Commercial Vehicle Group Inc. Common Stock,United States,2004,313705,Consumer Discretionary,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,United States,,151052,Consumer Discretionary,Specialty Foods
CVKD,Cadrenal Therapeutics Inc. Common Stock,United States,2023,18945,Health Care,Biotechnology: Pharmaceutical Preparations
CVLT,Commvault Systems Inc. Common Stock,United States,2006,649477,Technology,Computer Software: Prepackaged Software
CVRX,CVRx Inc. Common Stock,United States,2021,652853,Health Care,Medical/Dental Instruments
CVV,CVD Equipment Corporation Common Stock,United States,,12284,Technology,Industrial Machinery/Components
CWBC,Community West Bancshares Common Stock,United States,,48556,Finance,Major Banks
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Cayman Islands,,85886,Utilities,Water Supply
CWD,CaliberCos Inc. Class A Common Stock,United States,2023,333834,Finance,Real Estate
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,1997,340946,Utilities,Environmental Services
CXAI,CXApp Inc. Class A Common Stock,United States,2021,232977,Technology,EDP Services
CXAIW,CXApp Inc. Warrant,United States,2021,116347,Technology,EDP Services
CXDO,Crexendo Inc. Common Stock,United States,,194245,Telecommunications,Telecommunications Equipment
CYBR,CyberArk Software Ltd. Ordinary Shares,Israel,2014,540541,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,United States,,10980510,Health Care,Biotechnology: Pharmaceutical Preparations
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,United States,,2062,Health Care,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,United States,,50827,Health Care,Biotechnology: Pharmaceutical Preparations
CYCU,Cycurion Inc. Common Stock,United States,2025,1298717,Technology,EDP Services
CYN,Cyngn Inc. Common Stock,United States,2021,23942,Technology,EDP Services
CYRX,CryoPort Inc. Common Stock,United States,,345424,Health Care,Biotechnology: Pharmaceutical Preparations
CYTK,Cytokinetics Incorporated Common Stock,United States,2004,846787,Health Care,Biotechnology: Pharmaceutical Preparations
CZFS,Citizens Financial Services Inc. Common Stock,United States,,3562,Finance,Major Banks
CZNC,Citizens & Northern Corp Common Stock,United States,,41565,Finance,Major Banks
CZR,Caesars Entertainment Inc. Common Stock,United States,,4231319,Consumer Discretionary,Hotels/Resorts
CZWI,Citizens Community Bancorp Inc. Common Stock,United States,2006,26388,Finance,Savings Institutions
DADA,Dada Nexus Limited American Depositary Shares,China,2020,5497687,Technology,Computer Software: Programming Data Processing
DAIO,Data I/O Corporation Common Stock,United States,1981,21833,Industrials,Electrical Products
DAKT,Daktronics Inc. Common Stock,United States,1994,174163,Consumer Discretionary,Miscellaneous manufacturing industries
DALN,DallasNews Corporation Series A Common Stock,United States,,34990,Consumer Discretionary,Newspapers/Magazines
DARE,Dare Bioscience Inc. Common Stock,United States,2014,13038,Health Care,Biotechnology: Pharmaceutical Preparations
DASH,DoorDash Inc. Class A Common Stock,United States,,3083900,Consumer Discretionary,Business Services
DATS,DatChat Inc. Common Stock,United States,2021,103196,Telecommunications,Telecommunications Equipment
DATSW,DatChat Inc. Series A Warrant,United States,2021,1920,Telecommunications,Telecommunications Equipment
DAVE,Dave Inc. Class A Common Stock,United States,,258201,Finance,Finance: Consumer Services
DAVEW,Dave Inc. Warrants,United States,,13578,Finance,Finance: Consumer Services
DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,2021,957770,Health Care,Biotechnology: Pharmaceutical Preparations
DBVT,DBV Technologies S.A. American Depositary Shares,France,2014,92406,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DBX,Dropbox Inc. Class A Common Stock,United States,2018,2535666,Technology,Computer Software: Prepackaged Software
DCBO,Docebo Inc. Common Shares,Canada,,27448,Technology,Computer Software: Prepackaged Software
DCGO,DocGo Inc. Common Stock,United States,2020,367247,Health Care,Medical/Nursing Services
DCOM,Dime Community Bancshares Inc. Common Stock,United States,,314684,Finance,Major Banks
DCOMG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,United States,,9507,Finance,Major Banks
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,1293,Finance,Major Banks
DCTH,Delcath Systems Inc. Common Stock,United States,,276228,Health Care,Medical/Dental Instruments
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,South Korea,2021,9062,Technology,EDP Services
DDOG,Datadog Inc. Class A Common Stock,United States,2019,2730691,Technology,Computer Software: Prepackaged Software
DENN,Denny's Corporation Common Stock,United States,,633967,Consumer Discretionary,Restaurants
DERM,Journey Medical Corporation Common Stock,United States,2021,68644,Health Care,Biotechnology: Pharmaceutical Preparations
DEVS,DevvStream Corp. Common Stock,Canada,2024,3297259,Finance,Finance/Investors Services
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),United States,2021,303178,Miscellaneous,Industrial Machinery/Components
DFLIW,Dragonfly Energy Holdings Corp. Warrant,United States,2021,1000,Miscellaneous,Industrial Machinery/Components
DGICA,Donegal Group Inc. Class A Common Stock,United States,,221802,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,United States,1986,33,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,United States,1989,118388,Telecommunications,Computer Communications Equipment
DGLY,Digital Ally Inc. Common Stock,United States,,354187174,Technology,Radio And Television Broadcasting And Communications Equipment
DGNX,Diginex Limited Ordinary Shares,Hong Kong,2025,33738,Technology,EDP Services
DGXX,Digi Power X Inc. Subordinate Voting Shares,Canada,,483365,Finance,Finance: Consumer Services
DH,Definitive Healthcare Corp. Class A Common Stock,United States,2021,378091,Technology,Computer Software: Prepackaged Software
DHAI,DIH Holdings US Inc. Class A Common Stock,United States,2024,173612,Health Care,Medical/Dental Instruments
DHAIW,DIH Holding US Inc. Warrants,United States,2024,7656,Health Care,Medical/Dental Instruments
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,United States,,620389,Real Estate,Real Estate Investment Trusts
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,United States,,27963,Real Estate,Real Estate Investment Trusts
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,United States,,19033,Real Estate,Real Estate Investment Trusts
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,United States,,13273,Finance,Investment Managers
DIBS,1stdibs.com Inc. Common Stock,United States,2021,91478,Consumer Discretionary,Catalog/Specialty Distribution
DIOD,Diodes Incorporated Common Stock,United States,,337612,Technology,Semiconductors
DIST,Distoken Acquisition Corporation Ordinary Shares,China,2023,1217,Finance,Blank Checks
DISTR,Distoken Acquisition Corporation Right,China,2023,102357,Finance,Blank Checks
DISTW,Distoken Acquisition Corporation Warrant,China,2023,22997,Finance,Blank Checks
DJCO,Daily Journal Corp. (S.C.) Common Stock,United States,,4501,Consumer Discretionary,Newspapers/Magazines
DJT,Trump Media & Technology Group Corp. Common Stock,United States,2024,3213639,Technology,Computer Software: Programming Data Processing
DJTWW,Trump Media & Technology Group Corp. Warrants,United States,2021,48266,Technology,Computer Software: Programming Data Processing
DKNG,DraftKings Inc. Class A Common Stock,United States,2019,10693454,Consumer Discretionary,Services-Misc. Amusement & Recreation
DLHC,DLH Holdings Corp.,United States,,39217,Consumer Discretionary,Professional Services
DLO,DLocal Limited Class A Common Shares,Uruguay,2021,323004,Consumer Discretionary,Business Services
DLPN,Dolphin Entertainment Inc. Common Stock,United States,,8678,Consumer Discretionary,Other Consumer Services
DLTH,Duluth Holdings Inc. Class B Common Stock,United States,2015,22991,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DLTR,Dollar Tree Inc. Common Stock,United States,1995,3132941,Consumer Discretionary,Department/Specialty Retail Stores
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,United States,2025,858951,,
DMAAR,Drugs Made In America Acquisition Corp. Rights,United States,2025,483,Finance,Blank Checks
DMAAU,Drugs Made In America Acquisition Corp. Units,United States,2025,76363,,
DMAC,DiaMedica Therapeutics Inc. Common Stock,United States,2018,240436,Health Care,Biotechnology: Pharmaceutical Preparations
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,United States,,81584,Energy,Oil & Gas Production
DMN,Damon Inc. Common Stock,United Kingdom,,648919274,Technology,EDP Services
DMRC,Digimarc Corporation Common Stock,United States,,110346,Technology,EDP Services
DNLI,Denali Therapeutics Inc. Common Stock,United States,2017,1423922,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNTH,Dianthus Therapeutics Inc. Common Stock,United States,2018,347325,Health Care,Biotechnology: Pharmaceutical Preparations
